ProductID,Product Name,Description,List Price,Sale Price,Brand,Category,Dept,Sub-Category,SKU
649,Philips Dimmable Efficient 9.5W A19 Warm 60W Replacement LED Light Bulb (4 Pack),"Save money on your energy bills and time replacing light bulbs, all while enjoying more environmentally-friendly and robust lighting in your home with the Philips Dimmable 9.5W A19 Warm Glow 60W Replacement LED Bulb.This omni-directional bulb is fully dimmable to give you greater lighting flexibility, as well as features a warm glow color that looks great in any space. A 9.5-watt alternative replacement for conventional 60-watt bulbs, this A19 bulb with E26 base is estimated to last up to 23.1 years based on a daily use of 3 hours.Take your lighting to new heights of efficiency and effectiveness today with the Philips Dimmable 9.5W A19 Warm Glow 60W Replacement LED Bulb.| Fill your space with a warm glow, all while saving money and energy Fully dimmable for more versatile omni-directional lighting A19 bulb size has a Medium (E26) base Energy efficient alternative to conventional 60-watt bulbs Estimated 23.1-year bulb life based on 3 hours use per day Color: Warm Glow Specifications: Bulb life: 25,000 hours Wattage equivalent: 60 watts Start up time: 0.5 seconds Bulb size: A19 Base: Medium E26 Lumens: 800 lumens Color temperature: 2200-2700 K Wattage: 9.5 watts Voltage: 120 volts Lamp current: 105 mA Input frequency: 60 Hz Power factor: 0.7 Weight: 2.96 ounces Quantity: 4 ",22.99,22.99,Philips,Light Bulbs,Household Essentials,All Light Bulbs,4380
650,"ThinOptics Manhattan Reading Glasses + Milano Anodized Aluminum, Magnetic case | Round Black Frames, 2.00 Strength","ThinOptics are the thinnest, lightest and most durable reading glasses in the world. Paired with an exquisite 4mm case slender enough to stick to the back of your phone, your reading glasses will always be with you everywhere you go. Join the #ThinOptics l|ThinOptics Manhattan Reading Glasses + Milano Anodized Aluminum, Magnetic case | Round Black Frames, 2.00 Strength&nbsp;",49,49,Thinoptics,Home Health Care,Health,Daily Living Aids,3613
651,Replacement for FRENCH MINIATURE LAMP LS01 10 PACK replacement light bulb lamp, Volts: 5 Watts: 0.30 Amps: 0.060 Bulb Shape: T1.75 Manufacturer: CHOSEN SUPPLIES |Replacement for FRENCH MINIATURE LAMP LS01 10 PAK replacement light bulb lamp,39.12,39.12,CHOSEN SUPPLIES,Light Bulbs,Household Essentials,All Light Bulbs,9767
652,Replacement for SATURN SL L4 1.9L 525CCA YEAR 1991 BACKUP 10 PACK replacement light bulb lamp, Volts: 12.80 Watts: 26.88 Amps: 2.100 Bulb Shape: S8 Manufacturer: CHOSEN SUPPLIES |Replacement for SATURN SL L4 1.9L 525CCA YEAR 1991 BACKUP 10 PACK replacement light bulb lamp,40.85,40.85,CHOSEN SUPPLIES,Light Bulbs,Household Essentials,All Light Bulbs,2997
653,"Kettle Brand Potato Chips, Korean Barbeque, 2 Oz, 6 Ct","Behold, the perfect chip. Pick one up. Turn it gently in your hand. Admire the character, the unique, individual shape, the beautiful tawny gold color. We gently cook our potatoes to perfection in the finest oils, and then gently season them with the freshest, all natural ingredients and spices, creating chips with deep, rich flavors and fresh-from-the-field character. Perfect for those times when you don't have a tiny fire in the center of your table, Kettle Brand Korean Barbeque chips are saucy and savory, with hints of sweet plum, garlic, hoisin and vinegar.| Kettle Brand Korean Barbeque chips are saucy and savory, with hints of sweet plum, garlic, hoisin and vinegar Natural ingredients, Non-GMO Project Verified Certified Gluten Free; No trans fat or artificial preservatives; Kosher Parve Small bags are a great snack on the go or a perfectly portioned lunch side 6 count caddy of single-serve 2 oz Kettle Brand potato chips ",8.88,8.88,Kettle Brand,Gluten-Free Foods,Food,Gluten-Free Foods,8788
654,OXO Tot Transitions Soft Spout Cup With Removable Handles - 6 Ounce - Pink,"As your tot transitions from the bottle, our Spout Cup is a great first step. Transitions Soft Spout Cups have non-slip grips and made with leakproof silicone spout that can be installed in any direction. Handles are removable for easy cleaning and the spout has a hinged cap that stays attached to lid so it doesn?t get lost.| Patented, almond-shaped spout fits baby?s palate for comfortable sipping Hinged cap stays attached to lid so it doesn?t get lost Soft, comfortable non-slip grip Handles help little ones control drinking and are removable as they grow ",9.99,9.99,OXO,Feeding,Baby,Toddler Feeding,5709
655,Ebern Designs 'Cross Dressing' Print,Features: -Proudly &amp; Professionally made in the USA for 30+ years. -Saw-tooth and wire hanging kit included. -Ready to hang. -Easy to use. Country of Origin: -United States. Artist: -Tim Nyberg. Product Type: -Print. Primary Art Material: -Canvas/Paper. Frame Material: -Wood/Metal. Frame Color: -Black/Silver/Gold/White/Brown. Color: -Black/Yellow. Holiday / Occasion: -No Holiday. Dimensions: Overall Height - Top to Bottom: -8.75&quot;. Overall Width - Side to Side: -8.75&quot;. Overall Depth - Front to Back: -2&quot;. Overall Product Weight: -10 lbs.|FSAU2920 Features Proudly &amp; Professionally made in the USA for 30+ years Saw-tooth and wire hanging kit included Ready to hang Easy to use Country of Origin: United States Artist: Tim Nyberg Product Type: Print Primary Art Material: Canvas/Paper Frame Material: Wood/Metal Frame Color: Black/Silver/Gold/White/Brown Color: Black/Yellow Holiday / Occasion: No Holiday Dimensions Overall Height - Top to Bottom: 8.75&quot; Overall Width - Side to Side: 8.75&quot; Overall Depth - Front to Back: 2&quot; Overall Product Weight: 10 lbs ,42.99,42.99,Ebern Designs,"Condiments, Sauces & Spices",Food,Salad Dressings & Toppings,7821
656,"Deer No No, Set of 6","Stop deer from browsing your garden beds and borders with the pungent odor of citrus! Deer No No comes in convenient pouches to hang from the branches of trees and bushes. They work in any weather and protect your valuable plantings for at least a year.|ANIMAL SAFE- Humane, chemical-free repellent won't harm animals, set of 6, EASY TO USE- just hang from any branch Deer No No comes in convenient pouches to hang from the branches of trees and bushes. They work in any weather and protect your valuable plantings for at least a year., LONG LASTING- Works for a year in any weather, Stop deer from browsing your garden beds and borders with the pungent odor of citrus!",29.95,29.95,Gardener's Supply Company,Pest Control,Household Essentials,All Pest Control,3735
657,DJO ProCare Elbow Support - 79-81031BX - 6 Each / Box,"DJO ProCare Elbow Support - 79-81031BX - 6 Each / Box|Manufacturer #79-81031 Brand ProCare Manufacturer DJO Application Elbow Support Color Black Fastening Type Contact Closure Material Nylon Size Universal Style Tennis UNSPSC Code 42241805 Features Functional design, washable supportComfortable fit and compression to address lateral / medial epicondylitis and tendonitis",32.32,32.32,DJ ORTHOPEDICS LLC,Medicine Cabinet,Health,Braces & Supports,7890
658,Replacement for LIGHT BULB / LAMP 50486-BOU, Manufacturer: CHOSEN SUPPLIES |Replacement for LIGHT BULB / LAMP 50486-BOU,231.41,231.41,CHOSEN SUPPLIES,Light Bulbs,Household Essentials,All Light Bulbs,2005
659,Replacement for TOYOTA PRIUS YEAR 2014 BACK UP LIGHT 10 PACK replacement light bulb lamp, Volts: 13.50 Watts: 24.98 Amps: 1.850 Bulb Shape: T6 Manufacturer: CHOSEN SUPPLIES |Replacement for TOYOTA PRIUS YEAR 2014 BACK UP LIGHT 10 PACK replacement light bulb lamp,51.9,51.9,CHOSEN SUPPLIES,Light Bulbs,Household Essentials,All Light Bulbs,9316
660,MANIPULATIVE KIT FOR CC MATH A STORY OF UNITS: MODULES GRADE 2,"MANIPULATIVE KIT FOR CC MATH A STORY OF UNITS: MODULES GRADE 2|Manipulative Kit for Eureka Math, Grade 2",434.67,434.67,DIDAX EDUCATIONAL RESOURCES,Learning Toys,Toys,Science & Education,1224
661,Replacement for S8697 16 WATT T5 LED MINIATURE BI PIN BASE 4000K 50000 AVERAGE RATED HOURS 1850 LUMENS 120 277 VOLTS, Manufacturer: CHOSEN SUPPLIES |Replacement for S8697 16 WATT T5 LED MINIATURE BI PIN BASE 4000K 50000 AVERAGE RATED HOURS 1850 LUMENS 120 277 VOLTS,32.49,32.49,CHOSEN SUPPLIES,Light Bulbs,Household Essentials,All Light Bulbs,8772
662,Hand-selected A Grade American Ginseng Medium Thin-Short Size (4 Oz. Bag),"Hand-selected A Grade American Ginseng Medium Thin-Short Size (4 Oz. Bag)|Recommended Use: 10 to 20 grams of ginseng can be used each time for the preparation of steamed tonic tea, or cut it in small pieces, chew and eat.",27.99,27.99,New Green Nutrition,Vitamins & Supplements,Health,Letter Vitamins,7250
663,Ebe Men Black Rectangle Half Rim Spring Hinge Eyewear Reading Glasses 2036,"Count on EBE for all of your eye correction needs this light weight sleek looking pair of glasses are something to be won. We guarantee you will love the style of these frames with the sharply colored temples on the side of your face give a great fashion look and a great comfort your face we guarantee your satisfaction.| Always custom made to your individual order specifications in our FDA Listed Lab with the remarkable Optical grade Custom frames and Lenses available. Better style better grade and always less than retail. Rx lens included! Glasses come with a Hard protective case and micro fiber cleaning cloth. Very light and strong frame with Ebe signature comfort fit bridge for easy all day use without hot spots. We design and produce all of our frames and lenses in our FDA listed Labs. Lenses Include Anti-Glare and Anti-Reflective Coating. You will Love your New Glasses and we Guarantee it 100%. We do not sell Cheap &quot;drug store&quot; reading glasses. Lens Width=55, Lens Height=29, Bridge Width=18, Temple Length=140, Frame Width=138 ",26.99,26.99,Eye Buy Express,Home Health Care,Health,Daily Living Aids,7842
664,"Buckle-Down ""Lucky Black White"" Martingale Dog Collar","Your dog will be the talk of the town when people notice they're wearing this awesome Martingale Dog Collar! Made from high-density polyester and durable steel components, this collar is built to last. This collar is the perfect pet training tool. It features beautiful artwork dyed into the fabric, which won't fade. This product is Made in the USA by Buckle-Down, Inc. and is officially licensed by Buckle-Down.| Fits 18-32&quot; neck size and is 1.5&quot; wide. The martingale collar provides pressure relief on your dogs trachea by distributing even pressure around the neck when pulled. It features beautiful vibrant artwork. The collar is made from high-density polyester and a plastic clip which is overengineered in thickness, ensuring it will hold up to whatever your pet can dish out. ",29.99,24.99,Buckle-Down,Dogs,Pets,Dog Collars & Leashes,8613
665,Red Rose Widget Genuine Metallic Leather Dog Collar Pink 18,Red Rose Widget Genuine Metallic Leather Dog Collar Pink 18Product Summary : New!/Widget Wonderland/Red Rose Widget Genuine Metallic Leather Dog Collars@Collars\Leashes/Widget Collar Collection/Red Rose Widget Genuine Metallic Leather Dog Collars|Red Rose Widget Genuine Metallic Leather Dog Collar Pink 18 Product Summary : New!/Widget Wonderland/Red Rose Widget Genuine Metallic Leather Dog Collars@Collars\Leashes/Widget Collar Collection/Red Rose Widget Genuine Metallic Leather Dog Collars,22.4,22.4,,Dogs,Pets,Dog Collars & Leashes,1904
666,I AM JUICY COUTURE WOMEN 3 PIECE GIFT SET - 3.4 OZ EAU DE PARFUM SPRAY by JUICY COUTURE,"This fragrance comes in a new gift set which contains 3 piece gift set - 3.4 oz eau de parfum spray, 0.33 oz eau de parfum, 4.2 oz body lotion. The product is for women.|I AM JUICY COUTURE WOMEN 3 PIECE GIFT SET - 3.4 OZ EAU DE PARFUM SPRAY by JUICY COUTURE",47.29,47.29,Juicy Couture,Fragrances,Beauty,All Fragrances,8928
667,"Ortho Flower, Fruit & Vegetable Insect Killer Ready-To-Use, 32 oz","This protects flowers and edibles. Kills 100+ listed insects fast. Kills Aphids, Caterpillars, Japanese Beetles, Leafhoppers, Leaf Miners, Psyllids, Scale, Thrips, Whiteflies and other garden pests listed. Won't harm plants or blooms. Available in the following sizes: 32-ounce bottle, one gallon bottle.| Ortho Flower, Fruit &amp; Vegetable Insect Killer Ready-To-Use, 32 oz: Overview and Benefits: Available sizes: 32 oz bottle, 1 gal bottle How to Use: Shake container gently before using Adjust spray nozzle to give a fine spray Hold sprayer 8 to 12&quot; from the plant to be treated Direct spray toward the upper and lower leaf surfaces and stems where pests appear Spray only until surface is wet When to Apply: Apply to outdoor plants as soon as insect problems are noticed How Often to Apply: Days to wait to reapply: flowers and Ornamentals: 7; Vegetables: 7; Citrus Fruits: 7; Pome Fruits: 12 Max applications per season: flowers and Ornamentals: 5; Vegetables: 4; Citrus Fruits: 5; Pome Fruits: 4 Where to Apply: On roses, flowers, shrubs and listed fruits and vegetables Associated Plants: On roses, flowers, shrubs and listed fruits and vegetables See label for listed fruits and vegetables Benefits: Kills insects on Flowers and Edibles, without harming plants or blooms Packaging: Bottle Active Ingredients: 0.006% Acetamiprid This is not the product label, always read and follow the product label before use ",12.4,6.1,Ortho,Garden Center,Patio & Garden,Insect & Pest Control,9963
668,Replacement for OSRAM SYLVANIA HNS S 7W G23 replacement light bulb lamp, Watts: 7 Bulb Shape: T4 Manufacturer: CHOSEN SUPPLIES |Replacement for OSRAM SYLVANIA HNS S 7W G23 replacement light bulb lamp,32.51,32.51,CHOSEN SUPPLIES,Light Bulbs,Household Essentials,All Light Bulbs,1909
669,Smiley Beverage Napkins (16),Smiley Beverage Napkins (16)| 5in x 5in when folded 16 per package 2-ply paper ,4.9,4.9,Amscan,Shop Toys by Price,Toys,All Toys by Price,7464
670,"Ishow Hair 7A Brazilian Water Wave Virgin Hair 3 Bundles with Baby Hair with Closure Brazilian Virgin Hair, 20""20""20""with 18""","Please note, this item ships from an international seller. Expected delivery 5-8 days. Ishow Hair is focused on the production of high quality 100% natural human hair. With over 20 years of experience as a professional hair manufacturer, they have been providing satisfying products to customers all over the world. Upgrade your hair style with theIshow Straight Human Hair,allowing your hair a natural shiny, bouncy, and soft look. It can be easily restyled and can last up to one year with proper care. This hair bundle offers a tight and neat double weft, which helps prevent shedding. Choose from multiple sizes, giving you more options to add the length and style you desire. Want to be more attractive? Ishow Hair is your best choice. The Correct Way to Care for Virgin Hair 1. Before shampooing, please use the correct method to comb the hair through gently with the wide-tooth comb. If the hair is excessively tangled, a spray on conditioner should be used. Always use a shampoo specifically for chemically treated hair. 2. Run the hair under warm water. After placing a small amount shampoo on your fingers, gently work the shampoo into the hair, stroking downwards from the weft base to the ends. Do not twist or scrub while rubbing the hair. Use shampoo sparingly. 3. When clean, rinse thoroughly under warm running water until the water runs clear. Be sure to rinse until all shampoo is cleaned, as improper rinsing could result in damages. 4. After cleaning the hair with shampoo, condition the hair to maintain healthy shine and promote styling ease. If hair is very dry, add more conditioner. 5. Place a small amount of conditioner in your hand. Gently work into the hair and let sit for five minutes. Rinse thoroughly in warm water. Gently towel blot to remove the excess water. FAQs: 1. What is Virgin Hair Virgin hair is not processed or chemically treated in any way. It is 100% natural, so there is no damage to the cuticles, which protect the hair from the elements. This pure form gives the hair a healthy shine. 2. Can I dye or color the hair? Yes, you can dye it to any color. We highly recommend you ask your hairdresser to dye the extensions to ensure good results | International Shipping Hair Weft : Machine Double Weft Hair Material: Brazilian Virgin Human Hair Hair Style:Brazilian Water Wave Hair Bundles with Closure Hair Color:Natural Black Color Hair Length : 8-28True to length Hair Quality:can be dyed &amp; bleached,can be styled,No Shedding No Tangle No Split Hair Price:Factory Outlet Wholesale Cheap Human Virgin Hair Delivery Time:Within 8 days arrive Hair Gurantee:30Days No Reason Easy Return ",166.73,86.7,Ishow Hair,Hair Care,Beauty,Hair Extensions,6007
671,Insurrection by Reyane 3.3 oz EDT for women,"Insurrection by Reyane 3.3 oz EDT for women|Size: 3.4 oz 100 ml Fragrance Type: Eau deToilette Spray Packaging: Original RetailBox At ForeverLux, we offer only100% authentic brand name products. The item&nbsp;is&nbsp;brand new and is inthe manufacture's original packaging. &nbsp; ",45,21.49,Reyane,Fragrances,Beauty,All Fragrances,1852
672,American Crew Daily Conditioner 8.4 oz - Pack of 2,American Crew Daily Conditioner 8.4 oz|8.4 OZ,20.99,20.99,American Crew,Men's Essentials,Personal Care,Men's Shampoo and Conditioner,9475
673,"Beroyal Ombre Hair Peruvian Virgin Hair Sraight Hair 3 Bundles Ombre Human Hair Weave T1b/27, 12""14""14""","Please note, this item ships from an international seller. Expected delivery 5-8 days. Change up your look with hair extensions from Beroyal! Beroyal has been providing hair extensions to satisfied customers for many years. With a focus on 100% virgin hair across a range of products lines, Beroyal continues to provide new ways for customers to change the way they look and feel. Beroyal Hair Products can easily be restyled and will last for more than six months with proper care. Their virgin human hair extensions all have a tight and neat double weft, while their bundles are unprocessed and come tangle free. These extensions can be curled, straightened, bleached, permed, dyed, or washed. When straightening or curling the hair, ensure that the temperature does not exceed 180&deg;C. How to open your hair weft: Take out the strap strings Open one third of the weft Comb with your fingers beginning from the end, then middle and finally root part of the strands, step by step Open the next two thirds in the same way and repeat Tips for washing: Keep your hair and scalp clean! Use a good quality shampoo and conditioner. Detangle your hair first from the ends to the roots before shampooing. Wash your hair gently in a downward motion (from the roots to the ends). Make sure that your hair is clean before you use a hair conditioner, and condition your hair after every wash. Hair maintenance: Never use alcoholic products, which can dry the hair out Never use a deep cleaning or clarifying shampoo on your hair extensions Wash and deep condition hair regularly Detangle hair gently by hand before washing Let hair dry naturally. Do not expose to sun or dry by hair drier Hair may become tangled if general care directions are not followed properly Never sleep with wet hair. Wrap before sleeping on it to prevent tangling | International shipping Material: 100% virgin human hair Quality: Can be dyed and bleached, curled, straightened, and styled Color: T1b/27 Unit Weight: 100g (+/-5g) per bundle Grade: 7A virgin hair Texture: Soft and bouncy, full and thick, silky and smooth Delivery Time: Free standard shipping; delivery within 5-8 days Length of hair measured when stretched straight ",206.7,206.7,Beroyal,Hair Care,Beauty,Hair Extensions,7169
674,"Inview standard male external catheter, x-large 41 mm (orange) part no. 97541 (30/box)","Hollister inview standard male external catheter extra large size orange adhesive, latex free. part no. 97541 (30/box)|Inview standard male external catheter, x-large 41 mm (orange) part no. 97541 (30/box)",73.3,73.3,Hollister,Incontinence,Personal Care,All Incontinence,6988
675,Deet Free Insect Repelling Band Family Pack - 4 Pack(s) by Bug Band (pack of 6),|Deet Free Insect Repelling Band Family Pack - 4 Pack(s) by Bug Band (pack of 6),15509.28,15509.28,BugBand,Pest Control,Household Essentials,All Pest Control,9232
676,Pure Encapsulations - Probiotic-5 - 60 Vegetarian Capsules,"Pure Encapsulations - Probiotic-5 - 60 Vegetarian Capsules Pure Encapsulations Probiotic-5 is a high-strength blend of lactobacilli and bifidobacteria to promote GI tract health and comfort, immune cell function and overall health.&nbsp;Each capsule of Probiotic-5 provides 10 billion CFU of the beneficial bacteria Lactobacillus acidophilus, Lactobacillus rhamnosus, Bifidobacterium longum, Bifidobacterium bifidum and Bifidobacterium lactis.&nbsp;L. acidophilus and B. longum have been shown to promote healthy cytokine production in the colon and maintain healthy GI barrier function, in part by supporting the mucosal lining of the GI tract. Several trials have also revealed that mixed probiotic supplementation helps maintain intestinal flora, support healthy yeast balance, and promote GI comfort. A study involving elderly individuals indicated that a mixture of lactobacilli and bifidobacteria maintained healthy gut ecology. Probiotic-5 Benefits: High-strength blend of lactobacilli and|Pure Encapsulations - Probiotic-5 - 60 Vegetarian Capsules Pure Encapsulations Probiotic-5 is a high-strength blend of lactobacilli and bifidobacteria to promote GI tract health and comfort, immune cell function and overall health.&nbsp;Each capsule of Probiotic-5 provides 10 billion CFU of the beneficial bacteria Lactobacillus acidophilus, Lactobacillus rhamnosus, Bifidobacterium longum, Bifidobacterium bifidum and Bifidobacterium lactis.&nbsp;L. acidophilus and B. longum have been shown to promote healthy cytokine production in the colon and maintain healthy GI barrier function, in part by supporting the mucosal lining of the GI tract. Several trials have also revealed that mixed probiotic supplementation helps maintain intestinal flora, support healthy yeast balance, and promote GI comfort. A study involving elderly individuals indicated that a mixture of lactobacilli and bifidobacteria maintained healthy gut ecology. Probiotic-5 Benefits: High-strength blend of lactobacilli and bifidobacteria Promotes GI tract health and comfort Promote immune cell function and overall health Vegetarian 10 billion CFU per cpasule Dairy and soy free Studies suggest that probiotics support immune health, enhancing B cell, T cell and NK cell function. A randomized, double blind, placebo-controlled intervention study involving 479 adults suggests that B. longum and B. bifidum promotes overall health and T cell function. Another randomized, double blind, placebo-controlled clinical trial involving 25 elderly volunteers suggests that B. lactis encourages immune function by enhancing phagocytic capacity and activity. What Is The Source? Lactobacillus acidophilus (La-14 strain), Lactobacillus rhamnosus (Lr-32 strain), Bifidobacterium bifidum (Bb-06 strain), Bifidobacterium longum (Bl-05 strain), and Bifidobacterium lactis (Bl-04 strain) are grown on a dairy-free soy-free medium. Ascorbyl palmitate is derived from corn dextrose fermentation and palm oil. Pure",,,Pure Encapsulations,Probiotics,Health,Shop All Probiotics,3141
677,"SuperSeedz, Gourmet Pumpkin Seeds, Organic, Dark Chocolate & Sea Salt, 4 oz (pack of 12)","USDA OrganicNon GMO Project VerifiedNo Shell Pumpkin Seed SnackSmall Batch Dry Roasted7 g Complete ProteinVegan|SuperSeedz, Gourmet Pumpkin Seeds, Organic, Dark Chocolate &amp; Sea Salt, 4 oz (pack of 12)",76.95,76.95,SuperSeedz,"Condiments, Sauces & Spices",Food,"Salt, Spices & Seasoning",8561
678,"Egg Noggins, Assorted Colors Singles 4""","MULTIPET INTERNATIONAL has prided our company on the basic principals of putting unique design, superior quality and fun into the world of pet products.| Egg Noggins, Assorted Colors Singles 4&quot;: Size: 4&quot; Egg noggin squeaky egg shaped dog toy (single toy) Great for puppy and small dogs Assorted funny faces Colorful plush-covered ",6.28,6.28,MULTIPET,Dogs,Pets,Dog Toys,7861
679,"FurHaven Pet Dog Bed | Cooling Gel Memory Foam Orthopedic Faux Fleece & Corduroy Lounge Pet Bed for Dogs & Cats, Sandstone, Jumbo","Perfect for pets of all ages and sizes, the FurHaven Gel Foam Chaise Lounge pet bed is the purrfect choice for cats or dogs! An oh-so-snuggly faux lambswool (&quot;sherpa&quot;) sleeping surface is complemented by a luxuriously soft corduroy gusset. One end of the chaise is bolstered for optimum support of your pet's head and neck, helping to align the spine and offer relief to aching joints. The bolster is filled with 100% recycled fluffy fill, making this bed earth and pet friendly! The corduroy bolster surface is a luxuriously soft place to snuggle up and rest noses and paws. The sofa's base is topped with a layer of cooling gel infused memory foam and features a medical-grade foam core for better support and value. Micro gel beads help keep the bed cooler while memory foam conforms to your pet's shape providing superior support of joints and pressure points. Gel foam has cooling properties reducing the sleeping surface by 1 or 2 degrees which wicks away heat from your pet. Mirroring the chic comfort of your own furniture, this pet bed is the ideal choice for keeping pet fur and dander off your furniture and floors, as well as offering an easy-access alternative for pets with limited mobility. With a removable and washable cover, this chaise lounge is easy to clean! Available in five convenient sizes so your pet can sprawl and lounge the day in maximum comfort - purrfect as either a cat bed or dog bed! Colors: Dark Espresso Sandstone Navy Blue Sizes and Dimensions:&nbsp; Small - 20&quot; x 15&quot; x 5.5&quot; (foam: 3&quot; - sleep surface: approx. 17.5&quot; x 15&quot;) Medium - 30&quot; x 20&quot; x 6.25&quot; (foam: 3&quot; - sleep surface: approx. 26&quot; x 20&quot;) Large - 36&quot; x 27&quot; x 6.5&quot; (foam: 3&quot; - sleep surface: approx. 31.5&quot; x 27&quot;) Jumbo - 44&quot; x 35&quot; x 8&quot; (foam: 4&quot; - sleep surface: approx. 38&quot; x 35&quot;) Jumbo Plus - 53&quot; x 42&quot; x 9.5&quot; (foam: 5&quot; - sleep surface: approx. 46.5&quot; x 42&quot;) | Pressure activated gel-infused memory foam absorbs body heat and disperses it away. Bolstered edge makes a great pillow or comfy wall to snuggle against. Zippered design with machine washable fabrics. Faux lambswool (&quot;sherpa&quot;) sleep surface. Styled to be your pet's own personal sofa. ",22.99,22.99,FurHaven Pet,Dogs,Pets,Dog Beds,8932
680,Replacement for IT-Z1525 REPLACEMENT replacement light bulb lamp, Volts: 120 Watts: 300 Bulb Shape: T6 Color: 3400 Manufacturer: CHOSEN SUPPLIES |Replacement for IT-Z1525 REPLACEMENT replacement light bulb lamp,32.86,32.86,CHOSEN SUPPLIES,Light Bulbs,Household Essentials,All Light Bulbs,9326
681,"Sports Drink Mix, Powder Concentrate, Regular, 1 Package Quantity","Sqwincher sports drink is designed for healthy electrolyte replacement and to help keep body hydrated. Electrolytes regulate body fluids during workouts and help prevent cramps and fatigue. Ideal for high-heat environments to reduce heat stress related illness. Fast Pack liquid concentrate is available in individual packetsjust mix with water.|Sports Drink Mix, Powder Concentrate, Regular, 1 Package Quantity",20.64,20.64,Sqwincher,Beverages,Food,Powdered Drink Mix,9105
682,Pull Out LED Magnifier Key Ring 45X Magnifying Glass,"Pull Out LED Magnifier Key Ring 45X Magnifying Glass One-LED Magnifier Key Ring can be used under insufficient sunlight or dark environment. Pull Out skype and grid design on the surface for anti slip. Small bulk for easy to carry.Specification: Powered By: 3 x LR1130 Button Battery (Here not included) Material: Plastic Size: Total Size(Closed): ~2 1/8 x 3 1/4 x 5/8&quot;(L*W*H) Lens: 21mm (Diameter): Lens: 21mm (Diameter) Color: Black Net Weight: 29g Package Content: 1 x Magnifier Key Ring For CALIFORNIA residents only: WARNING: This product contains chemicals known to the State of California to cause cancer and birth defects or other reproductive harm.Please note that by posting this Proposition 65 warning, we are notifying you that one or more of the Proposition 65 listed chemicals may be present in a product. With Unique Bargains' products, the exposure to these chemicals may be of no significant risk to you, but out of caution, we have elected to place this warning on our site to make sure our customers are informed. You can find more infomation at http://www.oehha.ca.gov/proposition-65/about-proposition-65.|Magnification: 45X Keychain Magnifying lens Portable magnifying glass Magnifier with LED light Convenient with rotary design Best for Jeweler, watch maker",13.99,6.98,Unique Bargains,Home Health Care,Health,Daily Living Aids,8968
683,mooi lab d6184096-4.5-oz Raspberry Bath Bomb&#44; 4.5 oz,"|Features Raspberry Bath Bomb Specifications Size: 4.5 oz Scent: Raspberry, Subtle Floral Hint. Country of Origin: United States - SKU: GRNLF5588",18.64,18.64,mooi lab,Bath & Body,Personal Care,"Bath Bombs, Bubble Baths & Soaks",3860
684,"3 Pack - Revlon Ultra HD Lip Lacquer, HD Garnet 0.2 oz","Pack of 3 for the UPC: 309975309355About the product&nbsp; Gorgeous lacquer shine Bouncy lightweight color Features a professional brush applicator Next generation of lip lacquer from Revlon Ingredients:&nbsp; Hydrogenated Polyisobutene, Polybutene, Butylene/Ethylene/Styrene Copolymer Ethylene/Propylene/Styrene Copolymer, Tridecyl Trimellitate, Calcium Sodium Borosilicate, Cetyl Peg/Ppg-10/1 Dimethicone, Hexyl Laurate, Polyglyceryl-4 Isostearate, Silica Silylate, Calcium Aluminum Borosilicate, Bis-(C12-14 Alkyl Ppg-2) Hexamethylenediurea Cocos Nucifera (Coconut) Oil, Mangifera Indica (Mango) Seed Butter, Butyrospermum Parkii (Shea) Butter, Silica, Octyldodecanol Parfum (Fragrance), BHT, Benzoic Acid. May Contain [+/-: Mica, Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491, 77492, 77499), Red 7 Lake (Ci 15850), Yellow 5 Lake (Ci 19140), Red 6 Lake (Ci 15850), Carmine (Ci 75470), Red 33 Lake (Ci 17200), Red 28 Lake (Ci 45410), Yellow 6 Lake (Ci 15985), Tin Oxide (Ci 77861)]. Directions:Instructions:&nbsp; Once opened use within 18 months.|3 Pack - Revlon Ultra HD Lip Lacquer, HD Garnet 0.2 oz",27.27,27.27,Revlon,Makeup,Beauty,Lips,2616
685,Like my costume? Screen Print Pet Hoodies Bright Pink Size M (12),"Like my costume? Screen Print Pet Hoodies Bright Pink Size M (12)|A poly/cotton sleeved hoodie for cold weather days, double stitched in all the right places for comfort and durability!",17.91,17.91,Mirage Pet Products,Dogs,Pets,Dog Apparel & Dog Shoes,6251
686,Replacement for SATCO 60A15/F 12 PACK replacement light bulb lamp, Volts: 120 Watts: 60 Amps: 0.500 Bulb Shape: A15 Manufacturer: CHOSEN SUPPLIES |Replacement for SATCO 60A15/F 12 PACK replacement light bulb lamp,62.1,62.1,CHOSEN SUPPLIES,Light Bulbs,Household Essentials,All Light Bulbs,4349
687,Replacement for ISUZU RODEO YEAR 1999 FRONT SIDE MARKER LIGHT 10 PACK replacement light bulb lamp, Volts: 14 Watts: 3.78 Amps: 0.270 Bulb Shape: T3.25 Manufacturer: CHOSEN SUPPLIES |Replacement for ISUZU RODEO YEAR 1999 FRONT SIDE MARKER LIGHT 10 PACK replacement light bulb lamp,40.85,40.85,CHOSEN SUPPLIES,Light Bulbs,Household Essentials,All Light Bulbs,4048
